web-scraper-order,web-scraper-start-url,venue,venue-href,tabs,tabs-href,Pos,Num,Driver,Car,Time,Gap,Laps
"1601159293-2152","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-3.html","13","5","Sebastian
                    Vettel
                    VET","Ferrari","1:27.811","+1.190s","20"
"1601159340-2406","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/race-result.html","6","31","Esteban
                    Ocon
                    OCO","Renault","null","null","52"
"1601159219-1779","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1052/italy/pit-stop-summary.html","null","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","25:24.139","null","null"
"1601159236-1860","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-3.html","15","8","Romain
                    Grosjean
                    GRO","Haas Ferrari","1:44.844","+1.589s","16"
"1601159193-1630","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","5","Sebastian
                    Vettel
                    VET","Ferrari","21:06.590","null","null"
"1601159369-2567","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1047/hungary/race-result.html","2","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","null","null","70"
"1601159164-1444","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-3.html","20","4","Lando
                    Norris
                    NOR","McLaren Renault","1:35.981","+2.702s","17"
"1601159333-2362","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/pit-stop-summary.html","null","3","Daniel
                    Ricciardo
                    RIC","Renault","29.559","null","null"
"1601159193-1573","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","17.531","null","null"
"1601159318-2284","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-2.html","4","16","Charles
                    Leclerc
                    LEC","Ferrari","1:27.570","+0.296s","30"
"1601159250-1934","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1051/belgium/fastest-laps.html","9","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","1:48.389","null","null"
"1601159210-1697","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-3.html","9","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:20.804","+0.715s","14"
"1601159385-2656","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1046/austria/pit-stop-summary.html","null","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","22.197","null","null"
"1601159323-2314","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-3.html","14","5","Sebastian
                    Vettel
                    VET","Ferrari","1:27.251","+1.378s","21"
"1601159333-2371","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/pit-stop-summary.html","null","44","Lewis
                    Hamilton
                    HAM","Mercedes","28.805","null","null"
"1601159333-2370","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/pit-stop-summary.html","null","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","31.371","null","null"
"1601159358-2482","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1047/hungary/starting-grid.html","2","77","Valtteri
                    Bottas
                    BOT","Mercedes","1:13.554","null","null"
"1601159330-2352","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/starting-grid.html","12","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","1:26.545","null","null"
"1601159355-2465","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1047/hungary/qualifying.html","5","5","Sebastian
                    Vettel
                    VET","Ferrari","null","null","20"
"1601159323-2306","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-3.html","6","16","Charles
                    Leclerc
                    LEC","Ferrari","1:26.771","+0.898s","19"
"1601159362-2520","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/pit-stop-summary.html","null","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","22.685","null","null"
"1601159189-1546","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1053/italy/starting-grid.html","2","77","Valtteri
                    Bottas
                    BOT","Mercedes","1:15.203","null","null"
"1601159358-2481","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1047/hungary/starting-grid.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:13.447","null","null"
"1601159369-2578","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1047/hungary/race-result.html","13","4","Lando
                    Norris
                    NOR","McLaren Renault","null","null","69"
"1601159296-2178","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/qualifying.html","19","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","null","null","6"
"1601159283-2117","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1050/spain/race-result.html","18","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","null","null","64"
"1601159206-1675","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-2.html","7","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","1:21.376","+1.184s","35"
"1601159340-2409","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/race-result.html","9","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","null","null","52"
"1601159197-1647","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1053/italy/fastest-laps.html","17","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","2:13.812","null","null"
"1601159236-1849","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-3.html","4","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","1:43.731","+0.476s","13"
"1601159333-2377","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/pit-stop-summary.html","null","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","33.308","null","null"
"1601159193-1582","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","44","Lewis
                    Hamilton
                    HAM","Mercedes","23:56.696","null","null"
"1601159265-1992","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-3.html","8","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:18.309","+1.087s","16"
"1601159193-1578","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","17.594","null","null"
"1601159239-1877","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1051/belgium/qualifying.html","12","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","null","null","12"
"1601159276-2074","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1050/spain/pit-stop-summary.html","null","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","21.794","null","null"
"1601159318-2294","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-2.html","14","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","1:28.390","+1.116s","23"
"1601159199-1649","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1053/italy/race-result.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","null","null","59"
"1601159288-2128","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-2.html","9","55","Carlos
                    Sainz
                    SAI","McLaren Renault","1:26.918","+1.312s","24"
"1601159246-1913","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1051/belgium/pit-stop-summary.html","null","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","23.314","null","null"
"1601159326-2326","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/qualifying.html","6","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","null","null","20"
"1601159283-2115","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1050/spain/race-result.html","16","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","null","null","65"
"1601159340-2403","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/race-result.html","3","16","Charles
                    Leclerc
                    LEC","Ferrari","null","null","52"
"1601159340-2420","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/race-result.html","NC","27","Nico
                    Hulkenberg
                    HUL","Racing Point BWT Mercedes","null","null","0"
"1601159222-1792","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1052/italy/fastest-laps.html","7","4","Lando
                    Norris
                    NOR","McLaren Renault","1:24.232","null","null"
"1601159279-2093","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1050/spain/fastest-laps.html","14","3","Daniel
                    Ricciardo
                    RIC","Renault","1:22.464","null","null"
"1601159193-1606","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","22.387","null","null"
"1601159246-1925","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1051/belgium/pit-stop-summary.html","null","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","24.339","null","null"
"1601159239-1875","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1051/belgium/qualifying.html","10","4","Lando
                    Norris
                    NOR","McLaren Renault","null","null","17"
"1601159293-2155","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-3.html","16","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","1:28.125","+1.504s","14"
"1601159279-2099","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1050/spain/fastest-laps.html","20","16","Charles
                    Leclerc
                    LEC","Ferrari","1:23.968","null","null"
"1601159304-2215","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","29.389","null","null"
"1601159199-1651","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1053/italy/race-result.html","3","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","null","null","59"
"1601159261-1970","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-2.html","6","16","Charles
                    Leclerc
                    LEC","Ferrari","1:18.147","+1.264s","35"
"1601159279-2091","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1050/spain/fastest-laps.html","12","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","1:22.336","null","null"
"1601159193-1584","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","23:58.719","null","null"
"1601159276-2054","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1050/spain/pit-stop-summary.html","null","44","Lewis
                    Hamilton
                    HAM","Mercedes","23.377","null","null"
"1601159355-2479","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1047/hungary/qualifying.html","19","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","null","null","12"
"1601159226-1823","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1052/italy/race-result.html","NC","16","Charles
                    Leclerc
                    LEC","Ferrari","null","null","23"
"1601159333-2368","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/pit-stop-summary.html","null","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","36.590","null","null"
"1601159216-1744","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1052/italy/starting-grid.html","16","8","Romain
                    Grosjean
                    GRO","Haas Ferrari","1:21.139","null","null"
"1601159392-2701","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1046/austria/race-result.html","17","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","null","null","69"
"1601159269-2006","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1050/spain/qualifying.html","2","77","Valtteri
                    Bottas
                    BOT","Mercedes","null","null","15"
"1601159311-2278","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/race-result.html","18","63","George
                    Russell
                    RUS","Williams Mercedes","null","null","51"
"1601159301-2196","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/starting-grid.html","17","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","1:28.236","null","null"
"1601159246-1907","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1051/belgium/pit-stop-summary.html","null","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","22.960","null","null"
"1601159186-1527","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1053/italy/qualifying.html","3","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","null","null","12"
"1601159311-2279","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/race-result.html","19","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","null","null","51"
"1601159362-2506","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/pit-stop-summary.html","null","5","Sebastian
                    Vettel
                    VET","Ferrari","28.286","null","null"
"1601159288-2123","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-2.html","4","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","1:26.437","+0.831s","15"
"1601159293-2140","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-3.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:26.621","","15"
"1601159197-1648","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1053/italy/fastest-laps.html","18","55","Carlos
                    Sainz
                    SAI","McLaren Renault","2:14.103","null","null"
"1601159261-1980","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-2.html","16","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","1:18.761","+1.878s","36"
"1601159350-2453","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-3.html","13","31","Esteban
                    Ocon
                    OCO","Renault","1:16.706","+1.269s","20"
"1601159279-2083","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1050/spain/fastest-laps.html","4","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","1:21.477","null","null"
"1601159186-1531","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1053/italy/qualifying.html","7","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","null","null","14"
"1601159261-1967","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-2.html","3","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","1:17.704","+0.821s","33"
"1601159304-2221","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","29.115","null","null"
"1601159269-2024","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1050/spain/qualifying.html","20","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","null","null","6"
"1601159340-2413","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/race-result.html","13","55","Carlos
                    Sainz
                    SAI","McLaren Renault","null","null","52"
"1601159193-1576","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","63","George
                    Russell
                    RUS","Williams Mercedes","18.399","null","null"
"1601159193-1577","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","31","Esteban
                    Ocon
                    OCO","Renault","17.455","null","null"
"1601159385-2665","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1046/austria/pit-stop-summary.html","null","33","Max
                    Verstappen
                    VER","Red Bull Racing Honda","21.091","null","null"
